,Unnamed: 0,id,City,Address,lat,lon,Zipcode,average_rate_per_night,bedrooms_count,city,date_of_listing,description,latitude,longitude,title,url
1286,1340,12400,San Antonio,"4336, Dauphine Drive, San Antonio, Bexar County, Texas, 78218, USA",29.48241384,-98.41001528,78218,$46 ,1,San Antonio,5/1/2016,"Make yourself at home in this double size bedroom suite with private entrance. \n\n 3 min from I-35. 10 min to downtown San Antonio, 15 min to the airport, 20 min to Six Flags, Sea World.",29.48241384,-98.41001528,Family Suite with private entrance,https://www.airbnb.com/rooms/16353972?location=Bulverde%2C%20TX
1287,1341,12401,Buda,"159, Desert Quail Lane, Buda, Hays County, Texas, 78610, USA",30.06895478,-97.82292532,78610,$52 ,1,Buda,5/1/2015,"Come stay a night or a weekend at my new rennovated home! Only 5 minutes from Austin, and 10 miles from downtown. You'll get a private room, which has 2 beds, with a private bathroom! We're a single family home and live in a great subdivision right off Interstate 35.",30.06895478,-97.82292532,"5 minutes from Austin! Buda, TX!",https://www.airbnb.com/rooms/6292041?location=Buda%2C%20TX
1288,1342,12402,Dallas,"1316, Eastus Drive, Bishop Arts District, Dallas, Dallas County, Texas, 75208, USA",32.7606172,-96.83440726,75208,$54 ,Studio,Dallas,1/1/2015,"Great little 300 square foot guest house with private entrance in a quiet corner of a big back yard. Brand new bathroom. Beautiful natural light and smart, stylish furnishings.\n\nPerfectly situated in East Kessler Park, just a mile from the adorable Bishop Arts District and quick access to Downtown and Uptown Dallas. A few blocks from the paved Kessler Park Trail, perfect for a jog or bike ride.\n\nPerfect for couples, solo adventurers, or business travelers.",32.7606172,-96.83440726,Private Guesthouse Near Bishop Arts District,https://www.airbnb.com/rooms/17796173?location=Brazos%20River%2C%20TX
1289,1343,12403,Horseshoe Bay,"Matern Drive, Horseshoe Bay, Llano County, Texas, 78657, USA",30.56079767,-98.40170706,78657,"$2,700 ",6,Horseshoe Bay,5/1/2016,"Lago Vida is a 6,000 sq. ft. estate home (8,000 sq. ft. incl. porches and balconies). Sleeps 23. Vacation in the lap of luxury! Newly completed and beautifully furnished. The six bedrooms include separate mother-in-law quarters off of the main courtyard, a bunk room that sleeps 11, and a self contained casita apartment over constant level Lake LBJ. All rooms are spacious and have panoramic lake views (excl mother-in-law). All water sports are right at your finger tips.",30.56079767,-98.40170706,Luxury Lake Lbj Waterfront Estate Home,https://www.airbnb.com/rooms/13092986?location=Buchanan%20Dam%2C%20TX
1290,1344,12404,Austin,"12503, Twin Creeks Road, Canterbury Trails, Manchaca, Travis County, Texas, 78652, USA",30.13186359,-97.8256702,78652,$45 ,1,Austin,8/1/2015,Perfect for traveling musicians or couples. A house with a pool and a music recording studio.,30.13186359,-97.8256702,"Room in Austin, TX",https://www.airbnb.com/rooms/7697391?location=Buda%2C%20TX
1291,1345,12405,Bryan,"1936, Rockwood Drive, Saddlewood Apartments, Bryan, Brazos County, Texas, 77807, USA",30.62162737,-96.37874738,77807,$500 ,3,Bryan,7/1/2016,"Located 3.5 miles from Kyle Field and close to Traditions Club. The open floor plan, large shaded lot, screened-in porch, outdoor grill, fire pit, and a driveway for 10-12 cars makes this place great for groups and families. Beds for 6, couches to sleep 2, with room for inflatable mattresses in the Living Room and Master Bedroom. Additional guests (beyond 8) are welcomed.",30.62162737,-96.37874738,Aggie GamedayRental,https://www.airbnb.com/rooms/14188541?location=Bryan%2C%20TX
1292,1346,12406,San Antonio,"889, Bailey Avenue, Denver Heights, San Antonio, Bexar County, Texas, 78210, USA",29.39470645,-98.45706146,78210,$65 ,Studio,San Antonio,1/1/2014,"Spacious, private upstairs studio apartment less than five miles from downtown San Antonio in Highland Parks. Close to the Convention Center, the Alamodome, Blue Star, Southtown, and the Missions. The apartment is simple, clean, and affordable.",29.39470645,-98.45706146,Studio Apartment Near Downtown,https://www.airbnb.com/rooms/2266096?location=Brazos%20River%2C%20TX
1293,1347,12407,Bryan,"2019, Spring Leaf Court, Bryan, Brazos County, Texas, 77807, USA",30.62357241,-96.39349471,77807,$600 ,3,Bryan,9/1/2015,"You'll feel welcomed and relaxed as soon you open the front door to your home away from home for your Aggie game day weekend. This charming, cottage-style house is located in a quiet, recently developed neighborhood just 3.35 miles from Kyle Field!",30.62357241,-96.39349471,"Comfy, Affordable, Close to Campus",https://www.airbnb.com/rooms/8616360?location=Bryan%2C%20TX
1294,1348,12408,San Antonio,"3244, North Flores Street, Alta Vista, San Antonio, Bexar County, Texas, 78212, USA",29.45719364,-98.50267182,78212,$61 ,1,San Antonio,3/1/2016,"My place is close to the downtown San Antonio, San Pedro Park, and restaurants and dining. You’ll love my place because of the coziness, original hardwood floors, and the high ceilings. My place is good for couples, solo adventurers, and business travelers. Close to the Pearl district and only 15 minute drive to the airport!",29.45719364,-98.50267182,Nice place between the airport and downtown,https://www.airbnb.com/rooms/17745797?location=Bulverde%2C%20TX
1295,1349,12409,Kingsland,"Rowe Street, Burnet County, Texas, 78639, USA",30.65745503,-98.43076848,78639,$350 ,2,Kingsland,2/1/2016,"Boasting both convenience and solitude, this Hill Country gem will be sure to please you and your royal clan!\n\nDiscreetly situated at the end of the road, right at the waters' edge, the Noble Cottages will have you feeling like royalty in no time!\n\n$1000.00 refundable deposit.",30.65745503,-98.43076848,The Cottages at Noble's End,https://www.airbnb.com/rooms/11548156?location=Buchanan%20Dam%2C%20TX
1296,1350,12410,Fort Worth,"1210, West Richmond Avenue, Fairmount, Fort Worth, Tarrant County, Texas, 76110, USA",32.72400566,-97.33870588,76110,$289 ,4,Fort Worth,3/1/2016,"Our 107-year-old home is full of charm! Close to TCU, Colonial CC, Will Rogers Memorial Center, downtown FW (2 miles) and within walking distance to the Hospital District (Baylor, Cook Children's, Texas Health (Harris) and JPS) and our beloved Magnolia Avenue restaurants, bars, concert venues and family-friendly activities - the Fort Worth Zoo is only 1 mile away! Families with kids, big groups, sports fans, rodeo contestants and furry friends (dogs) are welcome!",32.72400566,-97.33870588,Fairmount Family Home,https://www.airbnb.com/rooms/14319446?location=Burleson%2C%20TX
1297,1351,12411,Fort Worth,"2424, Northwest 27th Street, Fort Worth, Tarrant County, Texas, 76106, USA",32.79564668,-97.37372185,76106,$99 ,1,Fort Worth,11/1/2014,"Welcome to the Artist Retreat! Located in the North Side district of Fort Worth, the colorful retreat is strategically located at only 8 minutes to the Historic Stockyards, by car. Inside, you will find a small functional bathroom, a fully equipped kitchen with appliances, one bedroom with two comfy beds, an extra inflatable full sized bed, large art studio with a hammock, a large window for natural light, and SPACE for relaxation. Unfortunately, a vehicle is required for getting around or uber",32.79564668,-97.37372185,Artist Retreat near Stockyards,https://www.airbnb.com/rooms/6880464?location=Burleson%2C%20TX
1298,1353,12414,Bulverde,"Stoney Ridge Road, Comal County, Texas, 78163, USA",29.77461841,-98.38025593,78163,$74 ,1,Bulverde,7/1/2014,"Texas Hill Country Cabin\n1 Bedroom, 1 Bathroom, Sleeps 2 \n\nThis spacious guest cabin has a queen bed with fresh linens and a comfortable living room including a foldout couch for additional sleeping. Enjoy free wifi and tv. The full kitchen gives you the option of eating in with a variety of cookware and dishes provided. The town of Bulverde also provides many nearby dining options.",29.77461841,-98.38025593,The Whippoorwill,https://www.airbnb.com/rooms/18464454?location=Bulverde%2C%20TX
1299,1354,12415,Fort Worth,"6900, La Cantera Drive, Castle Hill Estate, Tarrant County, Texas, 76108, USA",32.82031626,-97.51308045,76108,$52 ,1,Fort Worth,7/1/2015,"Everyone is welcome at this all brick ranch style home on 1-1/2 acres. Many windows overlook woods and grassy areas - watch for birds and wildlife. Beautiful walking trails, full access to kitchen (light meals), laundry, patio and exterior hot tub. Semi-private or often private bath; big 48\",32.82031626,-97.51308045,"Country Living, City Close (Tropical Room)",https://www.airbnb.com/rooms/16585522?location=Burleson%2C%20TX
1300,1355,12416,Brownsville,"99, Saint Andrew's Lane, Brownsville, Cameron County, Texas, 78520, USA",25.94363977,-97.51556101,78520,$149 ,2,Brownsville,1/1/2017,"Beautiful Villa on The Valley International Country Club Golf Course. Literally on the Golf Course! \n Perfect location in Brownsville, 2 min. drive to all major and local shopping, restaurants, and entertainment. 18 Holes of Magnificent Golf, Heated Swimming Pool, walking distance to the Club House, Club House restaurant, Pro Shop, and Wellness Center, which includes a Hot tub, Exercise equipment room, Gentleman sauna, Ladies and Gentleman Dressing Rooms, and a Ladies Bridge Room.",25.94363977,-97.51556101,Villa L'orangerie at The Golf Course,https://www.airbnb.com/rooms/16900014?location=Brownsville%2C%20TX
1301,1356,12417,San Antonio,"5012, Kenton Royalle, San Antonio, Bexar County, Texas, 78240, USA",29.52239801,-98.58748298,78240,$48 ,1,San Antonio,1/1/2017,"My place is close to medical center, UT Health, USAA and UTSA, IT companies and Downtown. You’ll love my place because it is a quiet and safe neighborhood close to medical center with both walking and bus access to medical, dental, nursing schools as well as to the Methodist, Baptist, VA, Christus Santa Rosa and University hospitals.",29.52239801,-98.58748298,Masterbed (attached bath) close to medical center.,https://www.airbnb.com/rooms/17046523?location=Bulverde%2C%20TX
1302,1357,12418,Leander,"2804, Truman Cove, Lago Vista, Travis County, Texas, 78645, USA",30.43523214,-98.02733258,78645,$160 ,1,Leander,1/1/2013,"Luxury Waterfront Villa with a 300 sq/ft balcony overlooking 360 degree view of the Lake and South pool on the Island of Lake Travis. Elegantly decorated with a romantic fireplace in the living room, tavertine tile floors, granite countertops. Full size kitchen with separate washer/dryer area. The large bathroom is accessible by both Master bedroom and living area. It features a jacuzi tub and separate walk in shower. There are many amenities on the island that will keep you and guests entertained.\n\nView video at: (website hidden)_BD4?rel=0",30.43523214,-98.02733258,Island Suite Overlooks Lake & Pool,https://www.airbnb.com/rooms/912817?location=Briarcliff%2C%20TX
1303,1358,12419,Austin,"1402, Bay Hill Drive, Austin, Travis County, Texas, 78746, USA",30.28262837,-97.83389572,78746,$199 ,3,Austin,10/1/2012,"Extremely private 4300' view home up in the tree-tops near Westlake, which is a high-end and close-in area of Austin, four miles and fifteen minutes west of downtown. It sits up near the top of the highest hill around, and has an incredible view of the south Austin hills, (20 miles or more on a clear day) from the kitchen, living area, and 70-foot long, tree-top deck with outdoor living area and four burner webber gas grill. Extensive children's play equipment in the large backyard.",30.28262837,-97.83389572,Private Treehouse - Available July,https://www.airbnb.com/rooms/17992448?location=Bee%20Cave%2C%20TX
1304,1359,12420,The Hills,"15, Camwood Trail, The Hills, Travis County, Texas, 78738, USA",30.34412448,-97.99328611,78738,"$2,500 ",4,The Hills,8/1/2015,"5,400 sq.ft. home on 1 acre in The Hills, Tx. Four bedrooms, 3 1/2 bath. Three large flat screen tvs, internet/WiFi. Pool and separate outdoor kitchen with 12-person jacuzzi. One mile from Lakeway Airport and The Hills Country Club golf course. Two miles from Lake Travis. We have an automobile (Volvo XC-90) available for use and a 26-foot Crownline ski boat (we will provide driver for boat). Perfect home to rent for Formula One week. The Formula One weekend is Oct 23-25th.",30.34412448,-97.99328611,Formula 1 Austin large family home,https://www.airbnb.com/rooms/7853960?location=Bee%20Cave%2C%20TX
1305,1360,12421,Spicewood,"Haynie Flat Road, Paradise Manor, Travis County, Texas, 78669, USA",30.43684543,-98.06887269,78669,$200 ,3,Spicewood,6/1/2014,"3 BR 2 BA peaceful log cabin on 1.5 acres of seclusion close to wineries, lakes only 45 minutes from Austin. Chez J is a place to unwind and relax and enjoy all the Hill Country has to offer.",30.43684543,-98.06887269,"Chez J, a Rustic Restful Retreat",https://www.airbnb.com/rooms/4127840?location=Briarcliff%2C%20TX
1306,1361,12422,Fort Worth,"8900, Randol Mill Road, Fort Worth, Tarrant County, Texas, 76120, USA",32.76144025,-97.16008025,76120,$45 ,1,Fort Worth,6/1/2017,"It's a large and clean apartment vey nice to live in, with terrasse. The neighbourhood is very nice and safe..\nYou ve pool, gym in the residency, parking\n\nWe've walmart 5 mins from it, beverage, donut store, gaz station... ect. You can find whatever you want.\nWe are ready to come to pick you up from airports \nDFW for $22\nDallas Love Field for $30\n\nCome and see by yourself, you're not gonna regret :-)\n\nWe accept only women (without any discrimination :-P) sorry guys",32.76144025,-97.16008025,La Jolla terrasse,https://www.airbnb.com/rooms/19191861?location=Burleson%2C%20TX
1307,1362,12423,San Antonio,"6801, Marlin Meadow, San Antonio, Bexar County, Texas, 78244, USA",29.4922522,-98.35311497,78244,$78 ,3,San Antonio,5/1/2017,"This home is great for family and it can also be great for singles who are visiting the city of San Antonio. It has 3 bedrooms, a full bath, a half bath, living room, Full kitchen, Washer and Dryer and many more. Wifi and cable is provided. It is located 17 min from downtown and the riverwalk. Randolph AFB, Ft. Sam are a 6 min drive both direction. Military owner and military friendly. People from all backgrounds are welcomed.",29.4922522,-98.35311497,La Maison,https://www.airbnb.com/rooms/19018084?location=Bulverde%2C%20TX
1308,1363,12424,Bolivar Peninsula,"958, Driftwood, Bolivar Peninsula, Galveston County, Texas, 77650, USA",29.46978671,-94.60045883,77650,$450 ,3,Bolivar Peninsula,1/1/2012,Toes in the Sand is a brand new home located in the Tidelands addition of Crystal Beach on Bolivar Peninsula. You can enjoy beautiful sunrises from the beach-facing deck and stunning sunsets from the SW-facing deck! ,29.46978671,-94.60045883,Bright & Clean Beach House w/ View!,https://www.airbnb.com/rooms/507942?location=Bolivar%20Peninsula%2C%20TX
1309,1364,12425,Pipe Creek,"Casitas at Madrona Ranch, 282, Jewell Road, Bandera County, Texas, 78063, USA",29.73692855,-98.86309935,78063,$185 ,Studio,Pipe Creek,7/1/2016,"You'll find us tucked away in the hills of Pipe Creek, TX just off 46, right between the charming cities of Boerne and Bandera. Come enjoy the beautiful views of the hills, the water, and the wildlife! You’ll love the location, the people, the coziness, and the tranquility. It's an amazing retreat for couples, solo adventurers, or families (with kids), and well behaved furry friends (pets) are also welcome.",29.73692855,-98.86309935,Casitas at Madrona Ranch,https://www.airbnb.com/rooms/14235606?location=Boerne%2C%20TX
1310,1365,12426,Austin,"8305, Shallot Way, Beacon Ridge, Austin, Travis County, Texas, 78745:78748, USA",30.17745078,-97.78745427,78748,$58 ,1,Austin,2/1/2016,"Safe neighborhood, 10-15 minutes from downtown. 2 twin sized beds with full bathroom. Bars close by if interested. I own friendly dog and cat.\n\nWill provide clean sheets, blankets and towels. \n\nSnacks provided upon arrival!\n\nBathroom essentials like (toothbrush, toothpaste, shampoo etc.) provided",30.17745078,-97.78745427,South Austin Home Bedroom 2,https://www.airbnb.com/rooms/11526853?location=Buda%2C%20TX
1311,1366,12427,Mason,"Mason, Mason County, Texas, 76856, USA",30.74639338,-99.24571491,76856,$115 ,1,Mason,11/1/2016,"You’ll love my place because of the coziness, the location And it's all brand new . My place is good for couples, solo adventurers, and families (with kids).",30.74639338,-99.24571491,The Bird Nest,https://www.airbnb.com/rooms/15953443?location=Brady%2C%20TX
1312,1367,12428,Lago Vista,"18801, Lakeland Drive, Point Venture, Travis County, Texas, 78645, USA",30.37793827,-98.00404396,78645,$700 ,4,Lago Vista,6/1/2016,"You'll fall in love with Our Texas Style home! With stunning views of Lake Travis from all rooms, you will completely relax. Nestled in Point Venture, our home is good for couples and families (with kids).",30.37793827,-98.00404396,LAKE TRAVIS WATERFRONT LUXURY HOME!,https://www.airbnb.com/rooms/13462200?location=Briarcliff%2C%20TX
1313,1368,12429,Fort Worth,"3125, Chisholm Trail, Fort Worth, Tarrant County, Texas, 76116, USA",32.72786725,-97.46464266,76116,$229 ,3,Fort Worth,3/1/2014,"Newly renovated, three-bedroom two-bathroom single family detached house. Gated rear entry driveway leads to an oasis lagoon pool and spa. Very well landscaped, well equipped house with all the modern day amenities and spa like master bathroom with rain fall shower head and 'jacuzzi' style tub.",32.72786725,-97.46464266,Spacious 3 bed;Spa and Pool Retreat,https://www.airbnb.com/rooms/7761195?location=Benbrook%2C%20TX
1314,1369,12430,Blanco,"Crabapple Road, Kendalia, Kendall County, Texas, 78027, USA",30.02669503,-98.53320455,78027,$55 ,1,Blanco,11/1/2014,"One of 6 spacious wood cabins built along the creek. Unlike others, Cabin One has a full size futon, 2 bunk beds, microwave, fridge &amp; coffee maker. Bathrooms &amp; kitchen are a few yards away.",30.02669503,-98.53320455,Lovely Cabin on a Ranch (1),https://www.airbnb.com/rooms/4824454?location=Blanco%2C%20TX
1315,1370,12431,Bryan,"137, South Logan Avenue, Bryan, Brazos County, Texas, 77803, USA",30.67386399,-96.37823592,77803,$175 ,1,Bryan,8/1/2016,"The Carriage House Apartment @ the historic Astin Mansion is a 5 minute walk from wonderful Downtown Bryan packed with shopping, restaurants and great entertainment! We are also conveniently located less then 5 miles from Texas A&amp;M! You’ll love the apartment for its coziness, garden views, private entrance, and perfect location. This little apartment is great for couples, solo adventurers, and business travelers.\n\nWe also have 3 additional Suites available inside the Astin Mansion!",30.67386399,-96.37823592,Carriage House Apartment @ Historic Astin Mansion,https://www.airbnb.com/rooms/14589314?location=Bryan%2C%20TX
1316,1371,12432,Kyle,"Wallace Middle School, West Center Street, Kyle, Hays County, Texas, 78640-6137, USA",29.99286812,-97.89058267,78640,$65 ,1,Kyle,3/1/2013,"Immaculate tastefully decorated home located in new subdivision in Hometown Kyle. Large modern shopping centers and hospitals adjacent to subdivision just minutes from house. Just 3 minutes to Old Town Wedding Venues. Schlitterbahn and Tubing in New Braunfels is only 28 miles and a 30 minute drive. Approximately 12 miles driving distance (15 to 20 minutes) to either South Austin or San Marcus, Texas. Downtown Austin is a little further.",29.99286812,-97.89058267,Comfy bed in a beautiful quite home.,https://www.airbnb.com/rooms/16804251?location=Buda%2C%20TX
1317,1372,12433,Harker Heights,"706, End O Trail, Harker Heights, Bell County, Texas, 76548, USA",31.073614199999998,-97.63277677,76548,$80 ,1,Harker Heights,6/1/2013,Across the street from a Country Club in a secured neighborhood. Only 10 minutes away from Fort Hood and 45 minutes away from Austin. The airport is also close by and there are numerous places to eat and shop nearby.,31.073614199999998,-97.63277677,Perfect and safe location,https://www.airbnb.com/rooms/8826575?location=Bell%20County%2C%20TX
1318,1373,12434,Marble Falls,"Jackson Road, Burnet County, Texas, 78654, USA",30.55057231,-98.28493197,78654,$206 ,1,Marble Falls,1/1/2014,"1- Bedroom Presidential: King in master, sleeper sofa in living area. Maximum occupancy is 4.\n\n**See “Description” Below for ALL details**",30.55057231,-98.28493197,"Marble Falls, TX, 1-bedroom #2",https://www.airbnb.com/rooms/14358945?location=Buchanan%20Dam%2C%20TX
1319,1374,12435,Burnet,"State Highway 29, Laguna Vista, Burnet County, Texas, 78611, USA",30.76603884,-98.34750259,78611,$300 ,1,Burnet,7/1/2015,Hill country get away just across from Lochs Winery have a Romantic time by our lake and on our ranch also close to inks lake and lake Buchanan and also burnet Texas where where is plenty of food and entertainment 500 acres of site seeing as well as hiking,30.76603884,-98.34750259,Lovely Getaway,https://www.airbnb.com/rooms/17553958?location=Bertram%2C%20TX
1320,1375,12436,Wimberley,"873, Box Canyon Road, Wimberley, Hays County, Texas, 78676, USA",30.00387963,-98.06844878,78676,$160 ,1,Wimberley,12/1/2016,"This is truly the romantic retreat you have been looking for or the cozy get-a-way from your responsibilities at home! You have it all at this private log cabin on top of the hill which overlooks the beautiful village of Wimberley.\n\nMy place is close to art and culture, restaurants and dining, and great views. You’ll love my place because of the outdoors space, the comfy bed, and the light. My place is good for couples, solo adventurers, and business travelers.",30.00387963,-98.06844878,Canyon Vista,https://www.airbnb.com/rooms/16404575?location=Canyon%20Lake%2C%20TX
1321,1376,12437,Mason,"Ranch to Market Road 2389, Grossville, Mason County, Texas, 76856, USA",30.65162389,-99.25118582,76856,$99 ,1,Mason,7/1/2013,"Vintage Airstream on the banks of the Llano River at the Dos Rios RV Park. 1 full bed, and large wrap around couch for hanging out / overflow sleeping. Cliffs, swimming holes, kayaking, fly fishing, and a bat cave are all in your back yard. A second Airstream, a tiny home and a cabin are also available on the 15.3 acre, river-front property.",30.65162389,-99.25118582,Llano River - 34' Airstream,https://www.airbnb.com/rooms/19176978?location=Brady%2C%20TX
1322,1377,12438,Austin,"Privet Drive, Searight Village, Austin, Travis County, Texas, 78748, USA",30.172124600000004,-97.80951242,78748,$24 ,1,Austin,5/1/2015,"Brand new bed in a brand new house. Memory foam so you will fall fast asleep. Very calm colors and tones. Quiet location, but 10-15 min drive to downtown or Metro rapid bus 20-22 mins.",30.172124600000004,-97.80951242,New room. Turquoise calm colors.,https://www.airbnb.com/rooms/11421176?location=Buda%2C%20TX
1323,1378,12439,Spicewood,"503, Sinclair Drive, Briarcliff, Travis County, Texas, 78669, USA",30.41418218,-98.03648137,78669,$550 ,2,Spicewood,6/1/2015,"The home is exquisitely furnished, it has high ceilings, high quality furniture, complete kitchen, Pool and hot tub, views, and the location right on the lake. The home works for couples and families (with kids). It is on Lake Travis outside of Austin, boat dock also available. If there are 2 couples with children, it can accommodate 8 as each couch is a full single bed if you remove the pillows, even an adult can sleep there.",30.41418218,-98.03648137,Beautiful Waterfront Home on Lake Travis,https://www.airbnb.com/rooms/15742278?location=Bee%20Cave%2C%20TX
1324,1379,12440,Bryan,"South College Avenue, Saddlewood Apartments, Bryan, Brazos County, Texas, 77801, USA",30.64942743,-96.36530951,77801,$30 ,1,Bryan,9/1/2014,"This spacious room in a large corner lot house is perfect for games, a mini getaway or traveling scholar! I am a 3rd generation Aggie and welcome you into my warm, cozy and loving home. Located at the half way point between College Station's Northgate and Bryan's Downtown in a lively family neighborhood, enjoy the spirit of Aggieland quaintly!",30.64942743,-96.36530951,Aggie Room,https://www.airbnb.com/rooms/4309813?location=Caldwell%2C%20TX
1325,1380,12441,Horseshoe Bay,"698, Port, Horseshoe Bay, Llano County, Texas, 78657, USA",30.54829767,-98.35977159,78657,$205 ,3,Horseshoe Bay,2/1/2017,"My place is right next to the Marina, walk to the Hotel restaurant and amenities or the Yacht Club, Fitness Center, Pools, Tennis courts, Golf courses, nearby airport and much more. You’ll love my place because of the location in the heart of Horseshoe Bay Resort.. My place is good for couples, solo adventurers, business travelers, and families (with kids).",30.54829767,-98.35977159,Next to the Marina Horseshoe Bay Resort Condo,https://www.airbnb.com/rooms/17206564?location=Bertram%2C%20TX
1326,1381,12442,Bolivar Peninsula,"Caplen, Galveston County, Texas, 77617, USA",29.49318319,-94.54078006,77617,$450 ,4,Bolivar Peninsula,12/1/2015,"D Beach House is located 970 Bolivar Dunes Blvd on Bolivar Peninsula. We have the linens for the beds, bath towels, washcloths, dish towels and dishcloths for maximum 14 people. The kitchen is well stocked. It is a great place to sit on the balcony and enjoy the beach. I require a $500.00 security deposit in advance of your stay.",29.49318319,-94.54078006,Life is Better at D Beach House!!,https://www.airbnb.com/rooms/10103771?location=Bolivar%20Peninsula%2C%20TX
1327,1382,12443,Dallas,"2491, Wolf Street, Uptown PID, Dallas, Dallas County, Texas, 75201, USA",32.79863372,-96.80667367,75201,$140 ,1,Dallas,4/1/2015,"Elegant, centrally-located in Uptown's premier historic building - one-time home to Judy Garland &amp; Dean Martin\n\nCorner unit, 11ft high ceilings, full of light and historical details\n\nWalking distance to Dallas's best restaurants, bars &amp; parks",32.79863372,-96.80667367,"Luxurious, Historic Apt in Uptown",https://www.airbnb.com/rooms/5966591?location=Brazos%20River%2C%20TX
1328,1383,12444,San Antonio,"2640, Rim Oak, San Antonio, Bexar County, Texas, 78232, USA",29.59576218,-98.4499115,78232,$65 ,1,San Antonio,7/1/2015,"Beautiful home with rim views and pool. Minutes from shopping and freeways but feels like you're miles from civilization. Easy-going empty-nesters would be proud to host you. Full kitchen privileges. No pets please, we already have two friendly dogs! Check in after 8 PM, $20 additional fee. To assure a private bathroom check \",29.59576218,-98.4499115,"20 mins to Riverwalk, Bdrm A, Pool!",https://www.airbnb.com/rooms/7511934?location=Bulverde%2C%20TX
1329,1384,12445,Austin,"4605, Caymen Place, Maple Run, Austin, Travis County, Texas, 78749, USA",30.20716195,-97.85427584,78749,$35 ,1,Austin,1/1/2015,"Home is near Mopac (Loop 1) for quick access to downtown and SXSW - 12 minutes and the airport -25 minutes. Nice neighborhood with lots of trees near Alamo Drafthouse, several local restaurants, Dick Nichol's Park, the veloway and Wildflower center. I also have a 2nd bedroom called the South Austin Niche. I own a cat and a dog.",30.20716195,-97.85427584,South Austin Nook - 10 min downtown,https://www.airbnb.com/rooms/11325427?location=Buda%2C%20TX
1330,1385,12446,San Antonio,"506, Aster Trail, Stonewall Ranch, San Antonio, Bexar County, Texas, 78256, USA",29.64816593,-98.63135585,78256,$220 ,4,San Antonio,2/1/2017,"Come and visit San Antonio in this Luxury Family Home. 1 mile from Shops at la Cantera and The Rim. The first bedroom has 1 king bed and its oun bathroom. Two more bedrooms with two doble beds each. One kids room with bunk beds (with playing space) and another bathroom to share. Spacious kitchen, dinning room and big TV room, laundry room, garage, outsid grill. Swimming pool in the common areas. Check out our pictures!! Very spacious, 2098 square feet!!",29.64816593,-98.63135585,Family Luxury Home in San Antonio,https://www.airbnb.com/rooms/17385274?location=Bulverde%2C%20TX
1331,1386,12447,Harker Heights,"Blanco Drive, Harker Heights, Bell County, Texas, 76548, USA",31.03374351,-97.64231613,76548,$225 ,3,Harker Heights,1/1/2017,"2800 square foot house that sits on 4 acres. Enjoy the country setting and relax in the pool on a summer day. If traveling with horses my place is perfect for you. If you are moving into the area and need help finding a permanent place I am a Realtor. My place is close to restaurants and dining. You’ll love my place because of the views, the people, the location, and the ambiance. My place is good for couples, solo adventurers, business travelers, families (with kids), and furry friends (pets).",31.03374351,-97.64231613,Slice of Heaven,https://www.airbnb.com/rooms/16677543?location=Belton%2C%20TX
1332,1387,12448,Brenham,"Oil Field Road, Wesley, Washington County, Texas, 77833, USA",30.07888401,-96.47244879,77833,$210 ,2,Brenham,12/1/2014,"Get out of town for the weekend. Just an hour from Houston or Austin, the 44 acres farm is 10 minutes to downtown Brenham with great antiques, great restaurants, shopping and 15 minutes to Round Top, TX. This is a combination \",30.07888401,-96.47244879,Valley View Farm with 2 acre pond near Brenham,https://www.airbnb.com/rooms/17312667?location=Brenham%2C%20TX
1333,1388,12449,Canyon Lake,"16118, FM 306, Canyon City, Comal County, Texas, 78133, USA",29.89201239,-98.21097706,78133,$325 ,2,Canyon Lake,11/1/2015,"Two story two bedroom luxury lakefront condo on NE side of Canyon Lake. Magnificent lakeview from property. Loads of amenities : BBQ facilities, 40 mbps internet, Free boat parking, Outdoor pavilion with billiard table &amp; outdoor 55\",29.89201239,-98.21097706,French Quarters - SWRC,https://www.airbnb.com/rooms/11475959?location=Canyon%20Lake%2C%20TX
1334,1389,12450,Burnet,"227, Upland Drive, Silver Creek Village, Burnet County, Texas, 78611, USA",30.84783496,-98.38753593,78611,$149 ,Studio,Burnet,5/1/2017,"The Eagle's Nest is a stand alone cottage with a beautiful 180 degree view of Lake Buchanan. It has a rock, outdoor fireplace, and a 4 house community dock and hot tub. Public boat ramp is next door. Good swimming and fishing from the 20' by 40 ' dock. Lake Buchanan is known for it's beautiful scenery, with islands and sandy beaches on the lake, and 3 waterfalls and wildlife up the river. Great fishing for Striped Bass, Black Bass, White Bass, Catfish, Crappie and Perch.",30.84783496,-98.38753593,Eagle's Nest Cottage on beautiful Lake Buchanan,https://www.airbnb.com/rooms/18688415?location=Buchanan%20Dam%2C%20TX
1335,1390,12451,San Antonio,"8782, Tesoro Drive, San Antonio, Bexar County, Texas, 78217, USA",29.51980535,-98.4552272,78217,$33 ,1,San Antonio,4/1/2015,"Room for rent, located in an established neighborhood with quick access to Loop 410, US 281 and IH-35. The room is furnished with a Queen-size bed. Only 5 minutes from the airport, 10 minutes to BAMC, and 15 to the UTHSCSA.",29.51980535,-98.4552272,Airport Room with shared Bath,https://www.airbnb.com/rooms/7221536?location=Bulverde%2C%20TX
